"","sample.id","variable","value"
"3576046","MKII-3.30-1-5",8.816,0.142
"3576828","MKII-3.30-1-5",8.816,0.142
"3577610","MKII-3.30-1-5",8.816,0.142
"3578392","MKII-3.30-1-5",8.816,0.142
"3579174","MKII-3.30-1-5",8.816,0.142
"3579956","MKII-3.30-1-5",8.816,0.142
"3580738","MKII-3.30-1-5",8.816,0.142
"3581520","MKII-3.30-1-5",8.816,0.142
"3582302","MKII-3.30-1-5",8.816,0.142
"3583084","MKII-3.30-1-5",8.816,0.142
"3583866","MKII-3.30-1-5",8.816,0.142
"3584648","MKII-3.30-1-5",8.816,0.142
"3585430","MKII-3.30-1-5",8.816,0.142
"3586212","MKII-3.30-1-5",8.816,0.142
"3586994","MKII-3.30-1-5",8.816,0.142
"3587776","MKII-3.30-1-5",8.816,0.142
"3588558","MKII-3.30-1-5",8.816,0.142
"3589340","MKII-3.30-1-5",8.816,0.142
"3590122","MKII-3.30-1-5",8.816,0.142
"3590904","MKII-3.30-1-5",8.816,0.142
"3591686","MKII-3.30-1-5",8.816,0.142
"3592468","MKII-3.30-1-5",8.816,0.142
"3593250","MKII-3.30-1-5",8.816,0.142
"3594032","MKII-3.30-1-5",8.816,0.142
"3594814","MKII-3.30-1-5",8.816,0.142
"3595596","MKII-3.30-1-5",8.816,0.142
"3596378","MKII-3.30-1-5",8.816,0.142
"3597160","MKII-3.30-1-5",8.816,0.142
"3597942","MKII-3.30-1-5",8.816,0.142
"3598724","MKII-3.30-1-5",8.816,0.142
"3599506","MKII-3.30-1-5",8.816,0.142
"3600288","MKII-3.30-1-5",8.816,0.142
"3601070","MKII-3.30-1-5",8.816,0.142
"3601852","MKII-3.30-1-5",8.816,0.142
"3602634","MKII-3.30-1-5",8.816,0.142
"3603416","MKII-3.30-1-5",8.816,0.142
"3604198","MKII-3.30-1-5",8.816,0.142
"3604980","MKII-3.30-1-5",8.816,0.142
"3605762","MKII-3.30-1-5",8.816,0.142
"3606544","MKII-3.30-1-5",8.816,0.142
"3607326","MKII-3.30-1-5",8.816,0.142
"3608108","MKII-3.30-1-5",8.816,0.142
"3608890","MKII-3.30-1-5",8.816,0.142
"3609672","MKII-3.30-1-5",8.816,0.142
"3610454","MKII-3.30-1-5",8.816,0.142
"3611236","MKII-3.30-1-5",8.816,0.142
"3612018","MKII-3.30-1-5",8.816,0.142
"3612800","MKII-3.30-1-5",8.816,0.142
"3613582","MKII-3.30-1-5",8.816,0.142
"3614364","MKII-3.30-1-5",8.816,0.142
"3615146","MKII-3.30-1-5",8.816,0.142
"3615928","MKII-3.30-1-5",8.816,0.142
"3616710","MKII-3.30-1-5",8.816,0.142
"3617492","MKII-3.30-1-5",8.816,0.142
"3618274","MKII-3.30-1-5",8.816,0.142
"3619056","MKII-3.30-1-5",8.816,0.142
"3619838","MKII-3.30-1-5",8.816,0.142
"3620620","MKII-3.30-1-5",8.816,0.142
"3621402","MKII-3.30-1-5",8.816,0.142
"3622184","MKII-3.30-1-5",8.816,0.142
"3622966","MKII-3.30-1-5",8.816,0.142
"3623748","MKII-3.30-1-5",8.816,0.142
"3624530","MKII-3.30-1-5",8.816,0.142
"3625312","MKII-3.30-1-5",8.816,0.142
"3626094","MKII-3.30-1-5",8.816,0.142
"3626876","MKII-3.30-1-5",8.816,0.142
"3627658","MKII-3.30-1-5",8.816,0.142
"3628440","MKII-3.30-1-5",8.816,0.142
"3629222","MKII-3.30-1-5",8.816,0.142
"3630004","MKII-3.30-1-5",8.816,0.142
"3630786","MKII-3.30-1-5",8.816,0.142
"3631568","MKII-3.30-1-5",8.816,0.142
"3632350","MKII-3.30-1-5",8.816,0.142
"3633132","MKII-3.30-1-5",8.816,0.142
"3633914","MKII-3.30-1-5",8.816,0.142
"3634696","MKII-3.30-1-5",8.816,0.142
"3635478","MKII-3.30-1-5",8.816,0.142
"3636260","MKII-3.30-1-5",8.816,0.142
"3637042","MKII-3.30-1-5",10.097,0.142
"3637824","MKII-3.30-1-5",10.097,0.142
"3638606","MKII-3.30-1-5",10.097,0.142
"3639388","MKII-3.30-1-5",10.097,0.142
"3640170","MKII-3.30-1-5",10.097,0.142
"3640952","MKII-3.30-1-5",10.097,0.142
"3641734","MKII-3.30-1-5",10.097,0.142
"3642516","MKII-3.30-1-5",10.097,0.142
"3643298","MKII-3.30-1-5",10.097,0.142
"3644080","MKII-3.30-1-5",10.097,0.142
"3644862","MKII-3.30-1-5",10.097,0.142
"3645644","MKII-3.30-1-5",10.097,0.142
"3646426","MKII-3.30-1-5",10.097,0.142
"3647208","MKII-3.30-1-5",10.097,0.142
"3647990","MKII-3.30-1-5",10.097,0.142
"3648772","MKII-3.30-1-5",10.097,0.142
"3649554","MKII-3.30-1-5",10.097,0.142
"3650336","MKII-3.30-1-5",10.097,0.142
"3651118","MKII-3.30-1-5",10.097,0.142
"3651900","MKII-3.30-1-5",10.097,0.142
"3652682","MKII-3.30-1-5",10.097,0.142
"3653464","MKII-3.30-1-5",10.097,0.142
"3654246","MKII-3.30-1-5",10.097,0.142
"3655028","MKII-3.30-1-5",10.097,0.142
"3655810","MKII-3.30-1-5",10.097,0.142
"3656592","MKII-3.30-1-5",10.097,0.142
"3657374","MKII-3.30-1-5",10.097,0.142
"3658156","MKII-3.30-1-5",10.097,0.142
"3658938","MKII-3.30-1-5",10.097,0.142
"3659720","MKII-3.30-1-5",10.097,0.142
"3660502","MKII-3.30-1-5",10.097,0.142
"3661284","MKII-3.30-1-5",10.097,0.142
"3662066","MKII-3.30-1-5",10.097,0.142
"3662848","MKII-3.30-1-5",10.097,0.142
"3663630","MKII-3.30-1-5",10.097,0.142
"3664412","MKII-3.30-1-5",10.097,0.142
"3665194","MKII-3.30-1-5",10.097,0.142
"3665976","MKII-3.30-1-5",10.097,0.142
"3666758","MKII-3.30-1-5",10.097,0.142
"3667540","MKII-3.30-1-5",10.097,0.142
"3668322","MKII-3.30-1-5",10.097,0.142
"3669104","MKII-3.30-1-5",10.097,0.142
"3669886","MKII-3.30-1-5",10.097,0.142
"3670668","MKII-3.30-1-5",10.097,0.142
"3671450","MKII-3.30-1-5",10.097,0.142
"3672232","MKII-3.30-1-5",10.097,0.142
"3673014","MKII-3.30-1-5",10.097,0.142
"3673796","MKII-3.30-1-5",10.097,0.142
"3674578","MKII-3.30-1-5",10.097,0.142
"3675360","MKII-3.30-1-5",10.097,0.142
"3676142","MKII-3.30-1-5",10.097,0.142
"3676924","MKII-3.30-1-5",10.097,0.142
"3677706","MKII-3.30-1-5",10.097,0.142
"3678488","MKII-3.30-1-5",10.097,0.142
"3679270","MKII-3.30-1-5",10.097,0.142
"3680052","MKII-3.30-1-5",10.097,0.142
"3680834","MKII-3.30-1-5",10.097,0.142
"3681616","MKII-3.30-1-5",10.097,0.142
"3682398","MKII-3.30-1-5",10.097,0.142
"3683180","MKII-3.30-1-5",10.097,0.142
"3683962","MKII-3.30-1-5",10.097,0.142
"3684744","MKII-3.30-1-5",10.097,0.142
"3685526","MKII-3.30-1-5",10.097,0.142
"3686308","MKII-3.30-1-5",10.097,0.142
"3687090","MKII-3.30-1-5",10.097,0.142
"3687872","MKII-3.30-1-5",10.097,0.142
"3688654","MKII-3.30-1-5",10.097,0.142
"3689436","MKII-3.30-1-5",10.097,0.142
"3690218","MKII-3.30-1-5",10.097,0.142
"3691000","MKII-3.30-1-5",10.097,0.142
"3691782","MKII-3.30-1-5",10.097,0.142
"3692564","MKII-3.30-1-5",10.097,0.142
"3693346","MKII-3.30-1-5",10.097,0.142
"3694128","MKII-3.30-1-5",10.097,0.142
"3694910","MKII-3.30-1-5",10.097,0.142
"3695692","MKII-3.30-1-5",10.097,0.142
"3696474","MKII-3.30-1-5",10.097,0.142
"3697256","MKII-3.30-1-5",10.097,0.142
"3698038","MKII-3.30-1-5",10.097,0.142
"3698820","MKII-3.30-1-5",10.097,0.142
"3699602","MKII-3.30-1-5",10.097,0.142
"3700384","MKII-3.30-1-5",10.097,0.142
"3701166","MKII-3.30-1-5",10.097,0.142
"3701948","MKII-3.30-1-5",10.097,0.142
"3702730","MKII-3.30-1-5",10.097,0.142
"3703512","MKII-3.30-1-5",10.097,0.142
"3704294","MKII-3.30-1-5",10.097,0.142
"3705076","MKII-3.30-1-5",10.097,0.142
"3705858","MKII-3.30-1-5",10.097,0.142
"3706640","MKII-3.30-1-5",10.097,0.142
"3707422","MKII-3.30-1-5",10.097,0.142
"3708204","MKII-3.30-1-5",10.097,0.142
"3708986","MKII-3.30-1-5",10.097,0.142
"3709768","MKII-3.30-1-5",11.565,0.143
"3710550","MKII-3.30-1-5",11.565,0.143
"3711332","MKII-3.30-1-5",11.565,0.143
"3712114","MKII-3.30-1-5",11.565,0.143
"3712896","MKII-3.30-1-5",11.565,0.143
"3713678","MKII-3.30-1-5",11.565,0.143
"3714460","MKII-3.30-1-5",11.565,0.143
"3715242","MKII-3.30-1-5",11.565,0.143
"3716024","MKII-3.30-1-5",11.565,0.143
"3716806","MKII-3.30-1-5",11.565,0.143
"3717588","MKII-3.30-1-5",11.565,0.143
"3718370","MKII-3.30-1-5",11.565,0.143
"3719152","MKII-3.30-1-5",11.565,0.143
"3719934","MKII-3.30-1-5",11.565,0.143
"3720716","MKII-3.30-1-5",11.565,0.143
"3721498","MKII-3.30-1-5",11.565,0.143
"3722280","MKII-3.30-1-5",11.565,0.143
"3723062","MKII-3.30-1-5",11.565,0.143
"3723844","MKII-3.30-1-5",11.565,0.143
"3724626","MKII-3.30-1-5",11.565,0.143
"3725408","MKII-3.30-1-5",11.565,0.143
"3726190","MKII-3.30-1-5",11.565,0.143
"3726972","MKII-3.30-1-5",11.565,0.143
"3727754","MKII-3.30-1-5",11.565,0.143
"3728536","MKII-3.30-1-5",11.565,0.143
"3729318","MKII-3.30-1-5",11.565,0.143
"3730100","MKII-3.30-1-5",11.565,0.143
"3730882","MKII-3.30-1-5",11.565,0.143
"3731664","MKII-3.30-1-5",11.565,0.143
"3732446","MKII-3.30-1-5",11.565,0.143
"3733228","MKII-3.30-1-5",11.565,0.143
"3734010","MKII-3.30-1-5",11.565,0.143
"3734792","MKII-3.30-1-5",11.565,0.143
"3735574","MKII-3.30-1-5",11.565,0.143
"3736356","MKII-3.30-1-5",11.565,0.143
"3737138","MKII-3.30-1-5",11.565,0.143
"3737920","MKII-3.30-1-5",11.565,0.143
"3738702","MKII-3.30-1-5",11.565,0.143
"3739484","MKII-3.30-1-5",11.565,0.143
"3740266","MKII-3.30-1-5",11.565,0.143
"3741048","MKII-3.30-1-5",11.565,0.143
"3741830","MKII-3.30-1-5",11.565,0.143
"3742612","MKII-3.30-1-5",11.565,0.143
"3743394","MKII-3.30-1-5",11.565,0.143
"3744176","MKII-3.30-1-5",11.565,0.143
"3744958","MKII-3.30-1-5",11.565,0.143
"3745740","MKII-3.30-1-5",11.565,0.143
"3746522","MKII-3.30-1-5",11.565,0.143
"3747304","MKII-3.30-1-5",11.565,0.143
"3748086","MKII-3.30-1-5",11.565,0.143
"3748868","MKII-3.30-1-5",11.565,0.143
"3749650","MKII-3.30-1-5",11.565,0.143
"3750432","MKII-3.30-1-5",11.565,0.143
"3751214","MKII-3.30-1-5",11.565,0.143
"3751996","MKII-3.30-1-5",11.565,0.143
"3752778","MKII-3.30-1-5",11.565,0.143
"3753560","MKII-3.30-1-5",11.565,0.143
"3754342","MKII-3.30-1-5",11.565,0.143
"3755124","MKII-3.30-1-5",11.565,0.143
"3755906","MKII-3.30-1-5",11.565,0.143
"3756688","MKII-3.30-1-5",11.565,0.143
"3757470","MKII-3.30-1-5",11.565,0.143
"3758252","MKII-3.30-1-5",11.565,0.143
"3759034","MKII-3.30-1-5",11.565,0.143
"3759816","MKII-3.30-1-5",11.565,0.143
"3760598","MKII-3.30-1-5",11.565,0.143
"3761380","MKII-3.30-1-5",11.565,0.143
"3762162","MKII-3.30-1-5",11.565,0.143
"3762944","MKII-3.30-1-5",11.565,0.143
"3763726","MKII-3.30-1-5",11.565,0.143
"3764508","MKII-3.30-1-5",11.565,0.143
"3765290","MKII-3.30-1-5",11.565,0.143
"3766072","MKII-3.30-1-5",11.565,0.143
"3766854","MKII-3.30-1-5",11.565,0.143
"3767636","MKII-3.30-1-5",11.565,0.143
"3768418","MKII-3.30-1-5",11.565,0.143
"3769200","MKII-3.30-1-5",11.565,0.143
"3769982","MKII-3.30-1-5",11.565,0.143
"3770764","MKII-3.30-1-5",11.565,0.143
"3771546","MKII-3.30-1-5",11.565,0.143
"3772328","MKII-3.30-1-5",11.565,0.143
"3773110","MKII-3.30-1-5",11.565,0.143
"3773892","MKII-3.30-1-5",11.565,0.143
"3774674","MKII-3.30-1-5",11.565,0.143
"3775456","MKII-3.30-1-5",11.565,0.143
"3776238","MKII-3.30-1-5",11.565,0.143
"3777020","MKII-3.30-1-5",11.565,0.143
"3777802","MKII-3.30-1-5",11.565,0.143
"3778584","MKII-3.30-1-5",11.565,0.143
"3779366","MKII-3.30-1-5",11.565,0.143
"3780148","MKII-3.30-1-5",11.565,0.143
"3780930","MKII-3.30-1-5",11.565,0.143
"3781712","MKII-3.30-1-5",11.565,0.143
"3782494","MKII-3.30-1-5",13.246,0.147
"3783276","MKII-3.30-1-5",13.246,0.147
"3784058","MKII-3.30-1-5",13.246,0.147
"3784840","MKII-3.30-1-5",13.246,0.147
"3785622","MKII-3.30-1-5",13.246,0.147
"3786404","MKII-3.30-1-5",13.246,0.147
"3787186","MKII-3.30-1-5",13.246,0.147
"3787968","MKII-3.30-1-5",13.246,0.147
"3788750","MKII-3.30-1-5",13.246,0.147
"3789532","MKII-3.30-1-5",13.246,0.147
"3790314","MKII-3.30-1-5",13.246,0.147
"3791096","MKII-3.30-1-5",13.246,0.147
"3791878","MKII-3.30-1-5",13.246,0.147
"3792660","MKII-3.30-1-5",13.246,0.147
"3793442","MKII-3.30-1-5",13.246,0.147
"3794224","MKII-3.30-1-5",13.246,0.147
"3795006","MKII-3.30-1-5",13.246,0.147
"3795788","MKII-3.30-1-5",13.246,0.147
"3796570","MKII-3.30-1-5",13.246,0.147
"3797352","MKII-3.30-1-5",13.246,0.147
"3798134","MKII-3.30-1-5",13.246,0.147
"3798916","MKII-3.30-1-5",13.246,0.147
"3799698","MKII-3.30-1-5",13.246,0.147
"3800480","MKII-3.30-1-5",13.246,0.147
"3801262","MKII-3.30-1-5",13.246,0.147
"3802044","MKII-3.30-1-5",13.246,0.147
"3802826","MKII-3.30-1-5",13.246,0.147
"3803608","MKII-3.30-1-5",13.246,0.147
"3804390","MKII-3.30-1-5",13.246,0.147
"3805172","MKII-3.30-1-5",13.246,0.147
"3805954","MKII-3.30-1-5",13.246,0.147
"3806736","MKII-3.30-1-5",13.246,0.147
"3807518","MKII-3.30-1-5",13.246,0.147
"3808300","MKII-3.30-1-5",13.246,0.147
"3809082","MKII-3.30-1-5",13.246,0.147
"3809864","MKII-3.30-1-5",13.246,0.147
"3810646","MKII-3.30-1-5",13.246,0.147
"3811428","MKII-3.30-1-5",13.246,0.147
"3812210","MKII-3.30-1-5",13.246,0.147
"3812992","MKII-3.30-1-5",13.246,0.147
"3813774","MKII-3.30-1-5",13.246,0.147
"3814556","MKII-3.30-1-5",13.246,0.147
"3815338","MKII-3.30-1-5",13.246,0.147
"3816120","MKII-3.30-1-5",13.246,0.147
"3816902","MKII-3.30-1-5",13.246,0.147
"3817684","MKII-3.30-1-5",13.246,0.147
"3818466","MKII-3.30-1-5",13.246,0.147
"3819248","MKII-3.30-1-5",13.246,0.147
"3820030","MKII-3.30-1-5",13.246,0.147
"3820812","MKII-3.30-1-5",13.246,0.147
"3821594","MKII-3.30-1-5",13.246,0.147
"3822376","MKII-3.30-1-5",13.246,0.147
"3823158","MKII-3.30-1-5",13.246,0.147
"3823940","MKII-3.30-1-5",13.246,0.147
"3824722","MKII-3.30-1-5",13.246,0.147
"3825504","MKII-3.30-1-5",13.246,0.147
"3826286","MKII-3.30-1-5",13.246,0.147
"3827068","MKII-3.30-1-5",13.246,0.147
"3827850","MKII-3.30-1-5",13.246,0.147
"3828632","MKII-3.30-1-5",13.246,0.147
"3829414","MKII-3.30-1-5",13.246,0.147
"3830196","MKII-3.30-1-5",13.246,0.147
"3830978","MKII-3.30-1-5",13.246,0.147
"3831760","MKII-3.30-1-5",13.246,0.147
"3832542","MKII-3.30-1-5",13.246,0.147
"3833324","MKII-3.30-1-5",13.246,0.147
"3834106","MKII-3.30-1-5",13.246,0.147
"3834888","MKII-3.30-1-5",13.246,0.147
"3835670","MKII-3.30-1-5",13.246,0.147
"3836452","MKII-3.30-1-5",13.246,0.147
"3837234","MKII-3.30-1-5",13.246,0.147
"3838016","MKII-3.30-1-5",13.246,0.147
"3838798","MKII-3.30-1-5",13.246,0.147
"3839580","MKII-3.30-1-5",13.246,0.147
"3840362","MKII-3.30-1-5",13.246,0.147
"3841144","MKII-3.30-1-5",13.246,0.147
"3841926","MKII-3.30-1-5",13.246,0.147
"3842708","MKII-3.30-1-5",13.246,0.147
"3843490","MKII-3.30-1-5",13.246,0.147
"3844272","MKII-3.30-1-5",13.246,0.147
"3845054","MKII-3.30-1-5",13.246,0.147
"3845836","MKII-3.30-1-5",13.246,0.147
"3846618","MKII-3.30-1-5",13.246,0.147
"3847400","MKII-3.30-1-5",13.246,0.147
"3848182","MKII-3.30-1-5",13.246,0.147
"3848964","MKII-3.30-1-5",13.246,0.147
"3849746","MKII-3.30-1-5",13.246,0.147
"3850528","MKII-3.30-1-5",13.246,0.147
"3851310","MKII-3.30-1-5",13.246,0.147
"3852092","MKII-3.30-1-5",13.246,0.147
"3852874","MKII-3.30-1-5",13.246,0.147
"3853656","MKII-3.30-1-5",13.246,0.147
"3854438","MKII-3.30-1-5",13.246,0.147
"3855220","MKII-3.30-1-5",15.172,0.152
"3856002","MKII-3.30-1-5",15.172,0.152
"3856784","MKII-3.30-1-5",15.172,0.152
"3857566","MKII-3.30-1-5",15.172,0.152
"3858348","MKII-3.30-1-5",15.172,0.152
"3859130","MKII-3.30-1-5",15.172,0.152
"3859912","MKII-3.30-1-5",15.172,0.152
"3860694","MKII-3.30-1-5",15.172,0.152
"3861476","MKII-3.30-1-5",15.172,0.152
"3862258","MKII-3.30-1-5",15.172,0.152
"3863040","MKII-3.30-1-5",15.172,0.152
"3863822","MKII-3.30-1-5",15.172,0.152
"3864604","MKII-3.30-1-5",15.172,0.152
"3865386","MKII-3.30-1-5",15.172,0.152
"3866168","MKII-3.30-1-5",15.172,0.152
"3866950","MKII-3.30-1-5",15.172,0.152
"3867732","MKII-3.30-1-5",15.172,0.152
"3868514","MKII-3.30-1-5",15.172,0.152
"3869296","MKII-3.30-1-5",15.172,0.152
"3870078","MKII-3.30-1-5",15.172,0.152
"3870860","MKII-3.30-1-5",15.172,0.152
"3871642","MKII-3.30-1-5",15.172,0.152
"3872424","MKII-3.30-1-5",15.172,0.152
"3873206","MKII-3.30-1-5",15.172,0.152
"3873988","MKII-3.30-1-5",15.172,0.152
"3874770","MKII-3.30-1-5",15.172,0.152
"3875552","MKII-3.30-1-5",15.172,0.152
"3876334","MKII-3.30-1-5",15.172,0.152
"3877116","MKII-3.30-1-5",15.172,0.152
"3877898","MKII-3.30-1-5",15.172,0.152
"3878680","MKII-3.30-1-5",15.172,0.152
"3879462","MKII-3.30-1-5",15.172,0.152
"3880244","MKII-3.30-1-5",15.172,0.152
"3881026","MKII-3.30-1-5",15.172,0.152
"3881808","MKII-3.30-1-5",15.172,0.152
"3882590","MKII-3.30-1-5",15.172,0.152
"3883372","MKII-3.30-1-5",15.172,0.152
"3884154","MKII-3.30-1-5",15.172,0.152
"3884936","MKII-3.30-1-5",15.172,0.152
"3885718","MKII-3.30-1-5",15.172,0.152
"3886500","MKII-3.30-1-5",15.172,0.152
"3887282","MKII-3.30-1-5",15.172,0.152
"3888064","MKII-3.30-1-5",15.172,0.152
"3888846","MKII-3.30-1-5",15.172,0.152
"3889628","MKII-3.30-1-5",15.172,0.152
"3890410","MKII-3.30-1-5",15.172,0.152
"3891192","MKII-3.30-1-5",15.172,0.152
"3891974","MKII-3.30-1-5",15.172,0.152
"3892756","MKII-3.30-1-5",15.172,0.152
"3893538","MKII-3.30-1-5",15.172,0.152
"3894320","MKII-3.30-1-5",15.172,0.152
"3895102","MKII-3.30-1-5",15.172,0.152
"3895884","MKII-3.30-1-5",15.172,0.152
"3896666","MKII-3.30-1-5",15.172,0.152
"3897448","MKII-3.30-1-5",15.172,0.152
"3898230","MKII-3.30-1-5",15.172,0.152
"3899012","MKII-3.30-1-5",15.172,0.152
"3899794","MKII-3.30-1-5",15.172,0.152
"3900576","MKII-3.30-1-5",15.172,0.152
"3901358","MKII-3.30-1-5",15.172,0.152
"3902140","MKII-3.30-1-5",15.172,0.152
"3902922","MKII-3.30-1-5",15.172,0.152
"3903704","MKII-3.30-1-5",15.172,0.152
"3904486","MKII-3.30-1-5",15.172,0.152
"3905268","MKII-3.30-1-5",15.172,0.152
"3906050","MKII-3.30-1-5",15.172,0.152
"3906832","MKII-3.30-1-5",15.172,0.152
"3907614","MKII-3.30-1-5",15.172,0.152
"3908396","MKII-3.30-1-5",15.172,0.152
"3909178","MKII-3.30-1-5",15.172,0.152
"3909960","MKII-3.30-1-5",15.172,0.152
"3910742","MKII-3.30-1-5",15.172,0.152
"3911524","MKII-3.30-1-5",15.172,0.152
"3912306","MKII-3.30-1-5",15.172,0.152
"3913088","MKII-3.30-1-5",15.172,0.152
"3913870","MKII-3.30-1-5",15.172,0.152
"3914652","MKII-3.30-1-5",15.172,0.152
"3915434","MKII-3.30-1-5",15.172,0.152
"3916216","MKII-3.30-1-5",15.172,0.152
"3916998","MKII-3.30-1-5",15.172,0.152
"3917780","MKII-3.30-1-5",15.172,0.152
"3918562","MKII-3.30-1-5",15.172,0.152
"3919344","MKII-3.30-1-5",15.172,0.152
"3920126","MKII-3.30-1-5",15.172,0.152
"3920908","MKII-3.30-1-5",15.172,0.152
"3921690","MKII-3.30-1-5",15.172,0.152
"3922472","MKII-3.30-1-5",15.172,0.152
"3923254","MKII-3.30-1-5",15.172,0.152
"3924036","MKII-3.30-1-5",15.172,0.152
"3924818","MKII-3.30-1-5",15.172,0.152
"3925600","MKII-3.30-1-5",15.172,0.152
"3926382","MKII-3.30-1-5",15.172,0.152
"3927164","MKII-3.30-1-5",15.172,0.152
"3927946","MKII-3.30-1-5",17.377,0.159
"3928728","MKII-3.30-1-5",17.377,0.159
"3929510","MKII-3.30-1-5",17.377,0.159
"3930292","MKII-3.30-1-5",17.377,0.159
"3931074","MKII-3.30-1-5",17.377,0.159
"3931856","MKII-3.30-1-5",17.377,0.159
"3932638","MKII-3.30-1-5",17.377,0.159
"3933420","MKII-3.30-1-5",17.377,0.159
"3934202","MKII-3.30-1-5",17.377,0.159
"3934984","MKII-3.30-1-5",17.377,0.159
"3935766","MKII-3.30-1-5",17.377,0.159
"3936548","MKII-3.30-1-5",17.377,0.159
"3937330","MKII-3.30-1-5",17.377,0.159
"3938112","MKII-3.30-1-5",17.377,0.159
"3938894","MKII-3.30-1-5",17.377,0.159
"3939676","MKII-3.30-1-5",17.377,0.159
"3940458","MKII-3.30-1-5",17.377,0.159
"3941240","MKII-3.30-1-5",17.377,0.159
"3942022","MKII-3.30-1-5",17.377,0.159
"3942804","MKII-3.30-1-5",17.377,0.159
"3943586","MKII-3.30-1-5",17.377,0.159
"3944368","MKII-3.30-1-5",17.377,0.159
"3945150","MKII-3.30-1-5",17.377,0.159
"3945932","MKII-3.30-1-5",17.377,0.159
"3946714","MKII-3.30-1-5",17.377,0.159
"3947496","MKII-3.30-1-5",17.377,0.159
"3948278","MKII-3.30-1-5",17.377,0.159
"3949060","MKII-3.30-1-5",17.377,0.159
"3949842","MKII-3.30-1-5",17.377,0.159
"3950624","MKII-3.30-1-5",17.377,0.159
"3951406","MKII-3.30-1-5",17.377,0.159
"3952188","MKII-3.30-1-5",17.377,0.159
"3952970","MKII-3.30-1-5",17.377,0.159
"3953752","MKII-3.30-1-5",17.377,0.159
"3954534","MKII-3.30-1-5",17.377,0.159
"3955316","MKII-3.30-1-5",17.377,0.159
"3956098","MKII-3.30-1-5",17.377,0.159
"3956880","MKII-3.30-1-5",17.377,0.159
"3957662","MKII-3.30-1-5",17.377,0.159
"3958444","MKII-3.30-1-5",17.377,0.159
"3959226","MKII-3.30-1-5",17.377,0.159
"3960008","MKII-3.30-1-5",17.377,0.159
"3960790","MKII-3.30-1-5",17.377,0.159
"3961572","MKII-3.30-1-5",17.377,0.159
"3962354","MKII-3.30-1-5",17.377,0.159
"3963136","MKII-3.30-1-5",17.377,0.159
"3963918","MKII-3.30-1-5",17.377,0.159
"3964700","MKII-3.30-1-5",17.377,0.159
"3965482","MKII-3.30-1-5",17.377,0.159
"3966264","MKII-3.30-1-5",17.377,0.159
"3967046","MKII-3.30-1-5",17.377,0.159
"3967828","MKII-3.30-1-5",17.377,0.159
"3968610","MKII-3.30-1-5",17.377,0.159
"3969392","MKII-3.30-1-5",17.377,0.159
"3970174","MKII-3.30-1-5",17.377,0.159
"3970956","MKII-3.30-1-5",17.377,0.159
"3971738","MKII-3.30-1-5",17.377,0.159
"3972520","MKII-3.30-1-5",17.377,0.159
"3973302","MKII-3.30-1-5",17.377,0.159
"3974084","MKII-3.30-1-5",17.377,0.159
"3974866","MKII-3.30-1-5",17.377,0.159
"3975648","MKII-3.30-1-5",17.377,0.159
"3976430","MKII-3.30-1-5",17.377,0.159
"3977212","MKII-3.30-1-5",17.377,0.159
"3977994","MKII-3.30-1-5",17.377,0.159
"3978776","MKII-3.30-1-5",17.377,0.159
"3979558","MKII-3.30-1-5",17.377,0.159
"3980340","MKII-3.30-1-5",17.377,0.159
"3981122","MKII-3.30-1-5",17.377,0.159
"3981904","MKII-3.30-1-5",17.377,0.159
"3982686","MKII-3.30-1-5",17.377,0.159
"3983468","MKII-3.30-1-5",17.377,0.159
"3984250","MKII-3.30-1-5",17.377,0.159
"3985032","MKII-3.30-1-5",17.377,0.159
"3985814","MKII-3.30-1-5",17.377,0.159
"3986596","MKII-3.30-1-5",17.377,0.159
"3987378","MKII-3.30-1-5",17.377,0.159
"3988160","MKII-3.30-1-5",17.377,0.159
"3988942","MKII-3.30-1-5",17.377,0.159
"3989724","MKII-3.30-1-5",17.377,0.159
"3990506","MKII-3.30-1-5",17.377,0.159
"3991288","MKII-3.30-1-5",17.377,0.159
"3992070","MKII-3.30-1-5",17.377,0.159
"3992852","MKII-3.30-1-5",17.377,0.159
"3993634","MKII-3.30-1-5",17.377,0.159
"3994416","MKII-3.30-1-5",17.377,0.159
"3995198","MKII-3.30-1-5",17.377,0.159
"3995980","MKII-3.30-1-5",17.377,0.159
"3996762","MKII-3.30-1-5",17.377,0.159
"3997544","MKII-3.30-1-5",17.377,0.159
"3998326","MKII-3.30-1-5",17.377,0.159
"3999108","MKII-3.30-1-5",17.377,0.159
"3999890","MKII-3.30-1-5",17.377,0.159
"4000672","MKII-3.30-1-5",19.904,0.163
"4001454","MKII-3.30-1-5",19.904,0.163
"4002236","MKII-3.30-1-5",19.904,0.163
"4003018","MKII-3.30-1-5",19.904,0.163
"4003800","MKII-3.30-1-5",19.904,0.163
"4004582","MKII-3.30-1-5",19.904,0.163
"4005364","MKII-3.30-1-5",19.904,0.163
"4006146","MKII-3.30-1-5",19.904,0.163
"4006928","MKII-3.30-1-5",19.904,0.163
"4007710","MKII-3.30-1-5",19.904,0.163
"4008492","MKII-3.30-1-5",19.904,0.163
"4009274","MKII-3.30-1-5",19.904,0.163
"4010056","MKII-3.30-1-5",19.904,0.163
"4010838","MKII-3.30-1-5",19.904,0.163
"4011620","MKII-3.30-1-5",19.904,0.163
"4012402","MKII-3.30-1-5",19.904,0.163
