"","sample.id","variable","value"
"68776","MKII-3.30-1-5",0.011,0
"69558","MKII-3.30-1-5",0.011,0
"70340","MKII-3.30-1-5",0.011,0
"71122","MKII-3.30-1-5",0.011,0
"71904","MKII-3.30-1-5",0.011,0
"72686","MKII-3.30-1-5",0.011,0
"73468","MKII-3.30-1-5",0.013,0
"74250","MKII-3.30-1-5",0.013,0
"75032","MKII-3.30-1-5",0.013,0
"75814","MKII-3.30-1-5",0.013,0
"76596","MKII-3.30-1-5",0.013,0
"77378","MKII-3.30-1-5",0.013,0
"78160","MKII-3.30-1-5",0.013,0
"78942","MKII-3.30-1-5",0.013,0
"79724","MKII-3.30-1-5",0.013,0
"80506","MKII-3.30-1-5",0.013,0
"81288","MKII-3.30-1-5",0.013,0
"82070","MKII-3.30-1-5",0.013,0
"82852","MKII-3.30-1-5",0.013,0
"83634","MKII-3.30-1-5",0.013,0
"84416","MKII-3.30-1-5",0.013,0
"85198","MKII-3.30-1-5",0.013,0
"85980","MKII-3.30-1-5",0.013,0
"86762","MKII-3.30-1-5",0.013,0
"87544","MKII-3.30-1-5",0.013,0
"88326","MKII-3.30-1-5",0.013,0
"89108","MKII-3.30-1-5",0.013,0
"89890","MKII-3.30-1-5",0.013,0
"90672","MKII-3.30-1-5",0.013,0
"91454","MKII-3.30-1-5",0.013,0
"92236","MKII-3.30-1-5",0.013,0
"93018","MKII-3.30-1-5",0.013,0
"93800","MKII-3.30-1-5",0.013,0
"94582","MKII-3.30-1-5",0.013,0
"95364","MKII-3.30-1-5",0.013,0
"96146","MKII-3.30-1-5",0.013,0
"96928","MKII-3.30-1-5",0.013,0
"97710","MKII-3.30-1-5",0.013,0
"98492","MKII-3.30-1-5",0.013,0
"99274","MKII-3.30-1-5",0.013,0
"100056","MKII-3.30-1-5",0.013,0
"100838","MKII-3.30-1-5",0.013,0
"101620","MKII-3.30-1-5",0.013,0
"102402","MKII-3.30-1-5",0.013,0
"103184","MKII-3.30-1-5",0.013,0
"103966","MKII-3.30-1-5",0.013,0
"104748","MKII-3.30-1-5",0.013,0
"105530","MKII-3.30-1-5",0.013,0
"106312","MKII-3.30-1-5",0.013,0
"107094","MKII-3.30-1-5",0.013,0
"107876","MKII-3.30-1-5",0.013,0
"108658","MKII-3.30-1-5",0.013,0
"109440","MKII-3.30-1-5",0.013,0
"110222","MKII-3.30-1-5",0.013,0
"111004","MKII-3.30-1-5",0.013,0
"111786","MKII-3.30-1-5",0.013,0
"112568","MKII-3.30-1-5",0.013,0
"113350","MKII-3.30-1-5",0.013,0
"114132","MKII-3.30-1-5",0.013,0
"114914","MKII-3.30-1-5",0.013,0
"115696","MKII-3.30-1-5",0.013,0
"116478","MKII-3.30-1-5",0.013,0
"117260","MKII-3.30-1-5",0.013,0
"118042","MKII-3.30-1-5",0.013,0
"118824","MKII-3.30-1-5",0.013,0
"119606","MKII-3.30-1-5",0.013,0
"120388","MKII-3.30-1-5",0.013,0
"121170","MKII-3.30-1-5",0.013,0
"121952","MKII-3.30-1-5",0.013,0
"122734","MKII-3.30-1-5",0.013,0
"123516","MKII-3.30-1-5",0.013,0
"124298","MKII-3.30-1-5",0.013,0
"125080","MKII-3.30-1-5",0.013,0
"125862","MKII-3.30-1-5",0.013,0
"126644","MKII-3.30-1-5",0.013,0
"127426","MKII-3.30-1-5",0.013,0
"128208","MKII-3.30-1-5",0.013,0
"128990","MKII-3.30-1-5",0.013,0
"129772","MKII-3.30-1-5",0.013,0
"130554","MKII-3.30-1-5",0.013,0
"131336","MKII-3.30-1-5",0.013,0
"132118","MKII-3.30-1-5",0.013,0
"132900","MKII-3.30-1-5",0.013,0
"133682","MKII-3.30-1-5",0.013,0
"134464","MKII-3.30-1-5",0.013,0
"135246","MKII-3.30-1-5",0.013,0
"136028","MKII-3.30-1-5",0.013,0
"136810","MKII-3.30-1-5",0.013,0
"137592","MKII-3.30-1-5",0.013,0
"138374","MKII-3.30-1-5",0.013,0
"139156","MKII-3.30-1-5",0.013,0
"139938","MKII-3.30-1-5",0.013,0
"140720","MKII-3.30-1-5",0.013,0
"141502","MKII-3.30-1-5",0.013,0
"142284","MKII-3.30-1-5",0.013,0
"143066","MKII-3.30-1-5",0.013,0
"143848","MKII-3.30-1-5",0.013,0
"144630","MKII-3.30-1-5",0.013,0
"145412","MKII-3.30-1-5",0.013,0
"146194","MKII-3.30-1-5",0.015,0
"146976","MKII-3.30-1-5",0.015,0
"147758","MKII-3.30-1-5",0.015,0
"148540","MKII-3.30-1-5",0.015,0
"149322","MKII-3.30-1-5",0.015,0
"150104","MKII-3.30-1-5",0.015,0
"150886","MKII-3.30-1-5",0.015,0
"151668","MKII-3.30-1-5",0.015,0
"152450","MKII-3.30-1-5",0.015,0
"153232","MKII-3.30-1-5",0.015,0
"154014","MKII-3.30-1-5",0.015,0
"154796","MKII-3.30-1-5",0.015,0
"155578","MKII-3.30-1-5",0.015,0
"156360","MKII-3.30-1-5",0.015,0
"157142","MKII-3.30-1-5",0.015,0
"157924","MKII-3.30-1-5",0.015,0
"158706","MKII-3.30-1-5",0.015,0
"159488","MKII-3.30-1-5",0.015,0
"160270","MKII-3.30-1-5",0.015,0
"161052","MKII-3.30-1-5",0.015,0
"161834","MKII-3.30-1-5",0.015,0
"162616","MKII-3.30-1-5",0.015,0
"163398","MKII-3.30-1-5",0.015,0
"164180","MKII-3.30-1-5",0.015,0
"164962","MKII-3.30-1-5",0.015,0
"165744","MKII-3.30-1-5",0.015,0
"166526","MKII-3.30-1-5",0.015,0
"167308","MKII-3.30-1-5",0.015,0
"168090","MKII-3.30-1-5",0.015,0
"168872","MKII-3.30-1-5",0.015,0
"169654","MKII-3.30-1-5",0.015,0
"170436","MKII-3.30-1-5",0.015,0
"171218","MKII-3.30-1-5",0.015,0
"172000","MKII-3.30-1-5",0.015,0
"172782","MKII-3.30-1-5",0.015,0
"173564","MKII-3.30-1-5",0.015,0
"174346","MKII-3.30-1-5",0.015,0
"175128","MKII-3.30-1-5",0.015,0
"175910","MKII-3.30-1-5",0.015,0
"176692","MKII-3.30-1-5",0.015,0
"177474","MKII-3.30-1-5",0.015,0
"178256","MKII-3.30-1-5",0.015,0
"179038","MKII-3.30-1-5",0.015,0
"179820","MKII-3.30-1-5",0.015,0
"180602","MKII-3.30-1-5",0.015,0
"181384","MKII-3.30-1-5",0.015,0
"182166","MKII-3.30-1-5",0.015,0
"182948","MKII-3.30-1-5",0.015,0
"183730","MKII-3.30-1-5",0.015,0
"184512","MKII-3.30-1-5",0.015,0
"185294","MKII-3.30-1-5",0.015,0
"186076","MKII-3.30-1-5",0.015,0
"186858","MKII-3.30-1-5",0.015,0
"187640","MKII-3.30-1-5",0.015,0
"188422","MKII-3.30-1-5",0.015,0
"189204","MKII-3.30-1-5",0.015,0
"189986","MKII-3.30-1-5",0.015,0
"190768","MKII-3.30-1-5",0.015,0
"191550","MKII-3.30-1-5",0.015,0
"192332","MKII-3.30-1-5",0.015,0
"193114","MKII-3.30-1-5",0.015,0
"193896","MKII-3.30-1-5",0.015,0
"194678","MKII-3.30-1-5",0.015,0
"195460","MKII-3.30-1-5",0.015,0
"196242","MKII-3.30-1-5",0.015,0
"197024","MKII-3.30-1-5",0.015,0
"197806","MKII-3.30-1-5",0.015,0
"198588","MKII-3.30-1-5",0.015,0
"199370","MKII-3.30-1-5",0.015,0
"200152","MKII-3.30-1-5",0.015,0
"200934","MKII-3.30-1-5",0.015,0
"201716","MKII-3.30-1-5",0.015,0
"202498","MKII-3.30-1-5",0.015,0
"203280","MKII-3.30-1-5",0.015,0
"204062","MKII-3.30-1-5",0.015,0
"204844","MKII-3.30-1-5",0.015,0
"205626","MKII-3.30-1-5",0.015,0
"206408","MKII-3.30-1-5",0.015,0
"207190","MKII-3.30-1-5",0.015,0
"207972","MKII-3.30-1-5",0.015,0
"208754","MKII-3.30-1-5",0.015,0
"209536","MKII-3.30-1-5",0.015,0
"210318","MKII-3.30-1-5",0.015,0
"211100","MKII-3.30-1-5",0.015,0
"211882","MKII-3.30-1-5",0.015,0
"212664","MKII-3.30-1-5",0.015,0
"213446","MKII-3.30-1-5",0.015,0
"214228","MKII-3.30-1-5",0.015,0
"215010","MKII-3.30-1-5",0.015,0
"215792","MKII-3.30-1-5",0.015,0
"216574","MKII-3.30-1-5",0.015,0
"217356","MKII-3.30-1-5",0.015,0
"218138","MKII-3.30-1-5",0.015,0
"218920","MKII-3.30-1-5",0.017,0
"219702","MKII-3.30-1-5",0.017,0
"220484","MKII-3.30-1-5",0.017,0
"221266","MKII-3.30-1-5",0.017,0
"222048","MKII-3.30-1-5",0.017,0
"222830","MKII-3.30-1-5",0.017,0
"223612","MKII-3.30-1-5",0.017,0
"224394","MKII-3.30-1-5",0.017,0
"225176","MKII-3.30-1-5",0.017,0
"225958","MKII-3.30-1-5",0.017,0
"226740","MKII-3.30-1-5",0.017,0
"227522","MKII-3.30-1-5",0.017,0
"228304","MKII-3.30-1-5",0.017,0
"229086","MKII-3.30-1-5",0.017,0
"229868","MKII-3.30-1-5",0.017,0
"230650","MKII-3.30-1-5",0.017,0
"231432","MKII-3.30-1-5",0.017,0
"232214","MKII-3.30-1-5",0.017,0
"232996","MKII-3.30-1-5",0.017,0
"233778","MKII-3.30-1-5",0.017,0
"234560","MKII-3.30-1-5",0.017,0
"235342","MKII-3.30-1-5",0.017,0
"236124","MKII-3.30-1-5",0.017,0
"236906","MKII-3.30-1-5",0.017,0
"237688","MKII-3.30-1-5",0.017,0
"238470","MKII-3.30-1-5",0.017,0
"239252","MKII-3.30-1-5",0.017,0
"240034","MKII-3.30-1-5",0.017,0
"240816","MKII-3.30-1-5",0.017,0
"241598","MKII-3.30-1-5",0.017,0
"242380","MKII-3.30-1-5",0.017,0
"243162","MKII-3.30-1-5",0.017,0
"243944","MKII-3.30-1-5",0.017,0
"244726","MKII-3.30-1-5",0.017,0
"245508","MKII-3.30-1-5",0.017,0
"246290","MKII-3.30-1-5",0.017,0
"247072","MKII-3.30-1-5",0.017,0
"247854","MKII-3.30-1-5",0.017,0
"248636","MKII-3.30-1-5",0.017,0
"249418","MKII-3.30-1-5",0.017,0
"250200","MKII-3.30-1-5",0.017,0
"250982","MKII-3.30-1-5",0.017,0
"251764","MKII-3.30-1-5",0.017,0
"252546","MKII-3.30-1-5",0.017,0
"253328","MKII-3.30-1-5",0.017,0
"254110","MKII-3.30-1-5",0.017,0
"254892","MKII-3.30-1-5",0.017,0
"255674","MKII-3.30-1-5",0.017,0
"256456","MKII-3.30-1-5",0.017,0
"257238","MKII-3.30-1-5",0.017,0
"258020","MKII-3.30-1-5",0.017,0
"258802","MKII-3.30-1-5",0.017,0
"259584","MKII-3.30-1-5",0.017,0
"260366","MKII-3.30-1-5",0.017,0
"261148","MKII-3.30-1-5",0.017,0
"261930","MKII-3.30-1-5",0.017,0
"262712","MKII-3.30-1-5",0.017,0
"263494","MKII-3.30-1-5",0.017,0
"264276","MKII-3.30-1-5",0.017,0
"265058","MKII-3.30-1-5",0.017,0
"265840","MKII-3.30-1-5",0.017,0
"266622","MKII-3.30-1-5",0.017,0
"267404","MKII-3.30-1-5",0.017,0
"268186","MKII-3.30-1-5",0.017,0
"268968","MKII-3.30-1-5",0.017,0
"269750","MKII-3.30-1-5",0.017,0
"270532","MKII-3.30-1-5",0.017,0
"271314","MKII-3.30-1-5",0.017,0
"272096","MKII-3.30-1-5",0.017,0
"272878","MKII-3.30-1-5",0.017,0
"273660","MKII-3.30-1-5",0.017,0
"274442","MKII-3.30-1-5",0.017,0
"275224","MKII-3.30-1-5",0.017,0
"276006","MKII-3.30-1-5",0.017,0
"276788","MKII-3.30-1-5",0.017,0
"277570","MKII-3.30-1-5",0.017,0
"278352","MKII-3.30-1-5",0.017,0
"279134","MKII-3.30-1-5",0.017,0
"279916","MKII-3.30-1-5",0.017,0
"280698","MKII-3.30-1-5",0.017,0
"281480","MKII-3.30-1-5",0.017,0
"282262","MKII-3.30-1-5",0.017,0
"283044","MKII-3.30-1-5",0.017,0
"283826","MKII-3.30-1-5",0.017,0
"284608","MKII-3.30-1-5",0.017,0
"285390","MKII-3.30-1-5",0.017,0
"286172","MKII-3.30-1-5",0.017,0
"286954","MKII-3.30-1-5",0.017,0
"287736","MKII-3.30-1-5",0.017,0
"288518","MKII-3.30-1-5",0.017,0
"289300","MKII-3.30-1-5",0.017,0
"290082","MKII-3.30-1-5",0.017,0
"290864","MKII-3.30-1-5",0.017,0
"291646","MKII-3.30-1-5",0.02,0
"292428","MKII-3.30-1-5",0.02,0
"293210","MKII-3.30-1-5",0.02,0
"293992","MKII-3.30-1-5",0.02,0
"294774","MKII-3.30-1-5",0.02,0
"295556","MKII-3.30-1-5",0.02,0
"296338","MKII-3.30-1-5",0.02,0
"297120","MKII-3.30-1-5",0.02,0
"297902","MKII-3.30-1-5",0.02,0
"298684","MKII-3.30-1-5",0.02,0
"299466","MKII-3.30-1-5",0.02,0
"300248","MKII-3.30-1-5",0.02,0
"301030","MKII-3.30-1-5",0.02,0
"301812","MKII-3.30-1-5",0.02,0
"302594","MKII-3.30-1-5",0.02,0
"303376","MKII-3.30-1-5",0.02,0
"304158","MKII-3.30-1-5",0.02,0
"304940","MKII-3.30-1-5",0.02,0
"305722","MKII-3.30-1-5",0.02,0
"306504","MKII-3.30-1-5",0.02,0
"307286","MKII-3.30-1-5",0.02,0
"308068","MKII-3.30-1-5",0.02,0
"308850","MKII-3.30-1-5",0.02,0
"309632","MKII-3.30-1-5",0.02,0
"310414","MKII-3.30-1-5",0.02,0
"311196","MKII-3.30-1-5",0.02,0
"311978","MKII-3.30-1-5",0.02,0
"312760","MKII-3.30-1-5",0.02,0
"313542","MKII-3.30-1-5",0.02,0
"314324","MKII-3.30-1-5",0.02,0
"315106","MKII-3.30-1-5",0.02,0
"315888","MKII-3.30-1-5",0.02,0
"316670","MKII-3.30-1-5",0.02,0
"317452","MKII-3.30-1-5",0.02,0
"318234","MKII-3.30-1-5",0.02,0
"319016","MKII-3.30-1-5",0.02,0
"319798","MKII-3.30-1-5",0.02,0
"320580","MKII-3.30-1-5",0.02,0
"321362","MKII-3.30-1-5",0.02,0
"322144","MKII-3.30-1-5",0.02,0
"322926","MKII-3.30-1-5",0.02,0
"323708","MKII-3.30-1-5",0.02,0
"324490","MKII-3.30-1-5",0.02,0
"325272","MKII-3.30-1-5",0.02,0
"326054","MKII-3.30-1-5",0.02,0
"326836","MKII-3.30-1-5",0.02,0
"327618","MKII-3.30-1-5",0.02,0
"328400","MKII-3.30-1-5",0.02,0
"329182","MKII-3.30-1-5",0.02,0
"329964","MKII-3.30-1-5",0.02,0
"330746","MKII-3.30-1-5",0.02,0
"331528","MKII-3.30-1-5",0.02,0
"332310","MKII-3.30-1-5",0.02,0
"333092","MKII-3.30-1-5",0.02,0
"333874","MKII-3.30-1-5",0.02,0
"334656","MKII-3.30-1-5",0.02,0
"335438","MKII-3.30-1-5",0.02,0
"336220","MKII-3.30-1-5",0.02,0
"337002","MKII-3.30-1-5",0.02,0
"337784","MKII-3.30-1-5",0.02,0
"338566","MKII-3.30-1-5",0.02,0
"339348","MKII-3.30-1-5",0.02,0
"340130","MKII-3.30-1-5",0.02,0
"340912","MKII-3.30-1-5",0.02,0
"341694","MKII-3.30-1-5",0.02,0
"342476","MKII-3.30-1-5",0.02,0
"343258","MKII-3.30-1-5",0.02,0
"344040","MKII-3.30-1-5",0.02,0
"344822","MKII-3.30-1-5",0.02,0
"345604","MKII-3.30-1-5",0.02,0
"346386","MKII-3.30-1-5",0.02,0
"347168","MKII-3.30-1-5",0.02,0
"347950","MKII-3.30-1-5",0.02,0
"348732","MKII-3.30-1-5",0.02,0
"349514","MKII-3.30-1-5",0.02,0
"350296","MKII-3.30-1-5",0.02,0
"351078","MKII-3.30-1-5",0.02,0
"351860","MKII-3.30-1-5",0.02,0
"352642","MKII-3.30-1-5",0.02,0
"353424","MKII-3.30-1-5",0.02,0
"354206","MKII-3.30-1-5",0.02,0
"354988","MKII-3.30-1-5",0.02,0
"355770","MKII-3.30-1-5",0.02,0
"356552","MKII-3.30-1-5",0.02,0
"357334","MKII-3.30-1-5",0.02,0
"358116","MKII-3.30-1-5",0.02,0
"358898","MKII-3.30-1-5",0.02,0
"359680","MKII-3.30-1-5",0.02,0
"360462","MKII-3.30-1-5",0.02,0
"361244","MKII-3.30-1-5",0.02,0
"362026","MKII-3.30-1-5",0.02,0
"362808","MKII-3.30-1-5",0.02,0
"363590","MKII-3.30-1-5",0.02,0
"364372","MKII-3.30-1-5",0.023,0
"365154","MKII-3.30-1-5",0.023,0
"365936","MKII-3.30-1-5",0.023,0
"366718","MKII-3.30-1-5",0.023,0
"367500","MKII-3.30-1-5",0.023,0
"368282","MKII-3.30-1-5",0.023,0
"369064","MKII-3.30-1-5",0.023,0
"369846","MKII-3.30-1-5",0.023,0
"370628","MKII-3.30-1-5",0.023,0
"371410","MKII-3.30-1-5",0.023,0
"372192","MKII-3.30-1-5",0.023,0
"372974","MKII-3.30-1-5",0.023,0
"373756","MKII-3.30-1-5",0.023,0
"374538","MKII-3.30-1-5",0.023,0
"375320","MKII-3.30-1-5",0.023,0
"376102","MKII-3.30-1-5",0.023,0
"376884","MKII-3.30-1-5",0.023,0
"377666","MKII-3.30-1-5",0.023,0
"378448","MKII-3.30-1-5",0.023,0
"379230","MKII-3.30-1-5",0.023,0
"380012","MKII-3.30-1-5",0.023,0
"380794","MKII-3.30-1-5",0.023,0
"381576","MKII-3.30-1-5",0.023,0
"382358","MKII-3.30-1-5",0.023,0
"383140","MKII-3.30-1-5",0.023,0
"383922","MKII-3.30-1-5",0.023,0
"384704","MKII-3.30-1-5",0.023,0
"385486","MKII-3.30-1-5",0.023,0
"386268","MKII-3.30-1-5",0.023,0
"387050","MKII-3.30-1-5",0.023,0
"387832","MKII-3.30-1-5",0.023,0
"388614","MKII-3.30-1-5",0.023,0
"389396","MKII-3.30-1-5",0.023,0
"390178","MKII-3.30-1-5",0.023,0
"390960","MKII-3.30-1-5",0.023,0
"391742","MKII-3.30-1-5",0.023,0
"392524","MKII-3.30-1-5",0.023,0
"393306","MKII-3.30-1-5",0.023,0
"394088","MKII-3.30-1-5",0.023,0
"394870","MKII-3.30-1-5",0.023,0
"395652","MKII-3.30-1-5",0.023,0
"396434","MKII-3.30-1-5",0.023,0
"397216","MKII-3.30-1-5",0.023,0
"397998","MKII-3.30-1-5",0.023,0
"398780","MKII-3.30-1-5",0.023,0
"399562","MKII-3.30-1-5",0.023,0
"400344","MKII-3.30-1-5",0.023,0
"401126","MKII-3.30-1-5",0.023,0
"401908","MKII-3.30-1-5",0.023,0
"402690","MKII-3.30-1-5",0.023,0
"403472","MKII-3.30-1-5",0.023,0
"404254","MKII-3.30-1-5",0.023,0
"405036","MKII-3.30-1-5",0.023,0
"405818","MKII-3.30-1-5",0.023,0
"406600","MKII-3.30-1-5",0.023,0
"407382","MKII-3.30-1-5",0.023,0
"408164","MKII-3.30-1-5",0.023,0
"408946","MKII-3.30-1-5",0.023,0
"409728","MKII-3.30-1-5",0.023,0
"410510","MKII-3.30-1-5",0.023,0
"411292","MKII-3.30-1-5",0.023,0
"412074","MKII-3.30-1-5",0.023,0
"412856","MKII-3.30-1-5",0.023,0
"413638","MKII-3.30-1-5",0.023,0
"414420","MKII-3.30-1-5",0.023,0
"415202","MKII-3.30-1-5",0.023,0
"415984","MKII-3.30-1-5",0.023,0
"416766","MKII-3.30-1-5",0.023,0
"417548","MKII-3.30-1-5",0.023,0
"418330","MKII-3.30-1-5",0.023,0
"419112","MKII-3.30-1-5",0.023,0
"419894","MKII-3.30-1-5",0.023,0
"420676","MKII-3.30-1-5",0.023,0
"421458","MKII-3.30-1-5",0.023,0
"422240","MKII-3.30-1-5",0.023,0
"423022","MKII-3.30-1-5",0.023,0
"423804","MKII-3.30-1-5",0.023,0
"424586","MKII-3.30-1-5",0.023,0
"425368","MKII-3.30-1-5",0.023,0
"426150","MKII-3.30-1-5",0.023,0
"426932","MKII-3.30-1-5",0.023,0
"427714","MKII-3.30-1-5",0.023,0
"428496","MKII-3.30-1-5",0.023,0
"429278","MKII-3.30-1-5",0.023,0
"430060","MKII-3.30-1-5",0.023,0
"430842","MKII-3.30-1-5",0.023,0
"431624","MKII-3.30-1-5",0.023,0
"432406","MKII-3.30-1-5",0.023,0
"433188","MKII-3.30-1-5",0.023,0
"433970","MKII-3.30-1-5",0.023,0
"434752","MKII-3.30-1-5",0.023,0
"435534","MKII-3.30-1-5",0.023,0
"436316","MKII-3.30-1-5",0.023,0
"437098","MKII-3.30-1-5",0.026,0
"437880","MKII-3.30-1-5",0.026,0
"438662","MKII-3.30-1-5",0.026,0
"439444","MKII-3.30-1-5",0.026,0
"440226","MKII-3.30-1-5",0.026,0
"441008","MKII-3.30-1-5",0.026,0
"441790","MKII-3.30-1-5",0.026,0
"442572","MKII-3.30-1-5",0.026,0
"443354","MKII-3.30-1-5",0.026,0
"444136","MKII-3.30-1-5",0.026,0
"444918","MKII-3.30-1-5",0.026,0
"445700","MKII-3.30-1-5",0.026,0
"446482","MKII-3.30-1-5",0.026,0
"447264","MKII-3.30-1-5",0.026,0
"448046","MKII-3.30-1-5",0.026,0
"448828","MKII-3.30-1-5",0.026,0
"449610","MKII-3.30-1-5",0.026,0
"450392","MKII-3.30-1-5",0.026,0
"451174","MKII-3.30-1-5",0.026,0
"451956","MKII-3.30-1-5",0.026,0
"452738","MKII-3.30-1-5",0.026,0
"453520","MKII-3.30-1-5",0.026,0
"454302","MKII-3.30-1-5",0.026,0
"455084","MKII-3.30-1-5",0.026,0
"455866","MKII-3.30-1-5",0.026,0
"456648","MKII-3.30-1-5",0.026,0
"457430","MKII-3.30-1-5",0.026,0
"458212","MKII-3.30-1-5",0.026,0
"458994","MKII-3.30-1-5",0.026,0
"459776","MKII-3.30-1-5",0.026,0
"460558","MKII-3.30-1-5",0.026,0
"461340","MKII-3.30-1-5",0.026,0
"462122","MKII-3.30-1-5",0.026,0
"462904","MKII-3.30-1-5",0.026,0
"463686","MKII-3.30-1-5",0.026,0
"464468","MKII-3.30-1-5",0.026,0
"465250","MKII-3.30-1-5",0.026,0
"466032","MKII-3.30-1-5",0.026,0
"466814","MKII-3.30-1-5",0.026,0
"467596","MKII-3.30-1-5",0.026,0
"468378","MKII-3.30-1-5",0.026,0
"469160","MKII-3.30-1-5",0.026,0
"469942","MKII-3.30-1-5",0.026,0
"470724","MKII-3.30-1-5",0.026,0
"471506","MKII-3.30-1-5",0.026,0
"472288","MKII-3.30-1-5",0.026,0
"473070","MKII-3.30-1-5",0.026,0
"473852","MKII-3.30-1-5",0.026,0
"474634","MKII-3.30-1-5",0.026,0
"475416","MKII-3.30-1-5",0.026,0
"476198","MKII-3.30-1-5",0.026,0
"476980","MKII-3.30-1-5",0.026,0
"477762","MKII-3.30-1-5",0.026,0
"478544","MKII-3.30-1-5",0.026,0
"479326","MKII-3.30-1-5",0.026,0
"480108","MKII-3.30-1-5",0.026,0
"480890","MKII-3.30-1-5",0.026,0
"481672","MKII-3.30-1-5",0.026,0
"482454","MKII-3.30-1-5",0.026,0
"483236","MKII-3.30-1-5",0.026,0
"484018","MKII-3.30-1-5",0.026,0
"484800","MKII-3.30-1-5",0.026,0
"485582","MKII-3.30-1-5",0.026,0
"486364","MKII-3.30-1-5",0.026,0
"487146","MKII-3.30-1-5",0.026,0
"487928","MKII-3.30-1-5",0.026,0
"488710","MKII-3.30-1-5",0.026,0
"489492","MKII-3.30-1-5",0.026,0
"490274","MKII-3.30-1-5",0.026,0
"491056","MKII-3.30-1-5",0.026,0
"491838","MKII-3.30-1-5",0.026,0
"492620","MKII-3.30-1-5",0.026,0
"493402","MKII-3.30-1-5",0.026,0
"494184","MKII-3.30-1-5",0.026,0
"494966","MKII-3.30-1-5",0.026,0
"495748","MKII-3.30-1-5",0.026,0
"496530","MKII-3.30-1-5",0.026,0
